src_ip,dst_ip,src_port,dst_port,protocol,packet_size0,packet_size1,packet_size2,packet_size3,packet_size4,packet_size5,packet_size6,packet_size7,packet_size8,packet_size9,packet_size10,packet_size11,packet_size12,packet_size13,packet_size14,packet_size15
192.168.10.32,8.249.61.254,26730.0,80.0,6.0,70.0,70.0,64.0,340.0,64.0,395.0,344.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0
192.168.10.32,51.104.136.2,26731.0,443.0,6.0,70.0,70.0,64.0,274.0,1518.0,1518.0,896.0,64.0,216.0,109.0,127.0,64.0,145.0,970.0,96.0,96.0
192.168.10.23,34.117.65.55,58238.0,443.0,6.0,78.0,78.0,70.0,724.0,70.0,282.0,70.0,134.0,240.0,656.0,70.0,101.0,101.0,70.0,70.0,109.0
192.168.10.23,34.117.65.55,58240.0,443.0,6.0,78.0,78.0,70.0,715.0,70.0,288.0,70.0,134.0,606.0,70.0,868.0,70.0,156.0,70.0,207.0,70.0
192.168.10.32,40.70.229.150,26732.0,443.0,6.0,70.0,70.0,64.0,280.0,1518.0,1030.0,64.0,216.0,109.0,127.0,64.0,145.0,207.0,96.0,712.0,64.0
192.168.10.150,142.251.36.110,55503.0,443.0,6.0,70.0,70.0,64.0,241.0,64.0,1470.0,1470.0,64.0,1470.0,1470.0,64.0,1153.0,184.0,109.0,513.0,64.0
192.168.10.32,52.184.213.187,26733.0,443.0,6.0,70.0,70.0,64.0,280.0,1518.0,1031.0,64.0,216.0,109.0,127.0,64.0,145.0,208.0,96.0,712.0,64.0
192.168.10.32,52.179.216.235,26734.0,443.0,6.0,70.0,70.0,64.0,280.0,1518.0,1031.0,64.0,216.0,109.0,127.0,64.0,145.0,208.0,96.0,709.0,64.0
192.168.10.32,52.184.216.246,26735.0,443.0,6.0,70.0,70.0,64.0,280.0,1518.0,1030.0,64.0,216.0,109.0,127.0,64.0,145.0,96.0,208.0,710.0,64.0
192.168.10.23,142.251.36.106,48858.0,443.0,6.0,78.0,78.0,70.0,723.0,76.0,600.0,70.0,70.0,70.0,824.0,132.0,101.0,308.0,70.0,70.0,70.0
192.168.10.32,142.251.37.99,26736.0,443.0,6.0,70.0,70.0,64.0,264.0,64.0,1470.0,1470.0,1470.0,424.0,64.0,64.0,151.0,353.0,127.0,64.0,145.0
192.168.10.135,35.159.42.141,45372.0,443.0,6.0,78.0,78.0,70.0,342.0,70.0,197.0,76.0,102.0,70.0,1518.0,70.0,70.0,1518.0,70.0,356.0,128.0
192.168.10.32,104.208.16.90,26737.0,443.0,6.0,70.0,70.0,64.0,272.0,1518.0,1518.0,1518.0,171.0,64.0,216.0,109.0,127.0,64.0,145.0,727.0,96.0
192.168.10.32,40.70.229.150,26738.0,443.0,6.0,70.0,70.0,64.0,280.0,1518.0,1031.0,64.0,216.0,109.0,127.0,64.0,145.0,207.0,96.0,712.0,64.0
192.168.10.32,52.179.216.235,26739.0,443.0,6.0,70.0,70.0,64.0,280.0,1518.0,1030.0,64.0,216.0,109.0,127.0,64.0,145.0,208.0,96.0,709.0,64.0
192.168.10.23,142.251.36.106,48860.0,443.0,6.0,78.0,78.0,70.0,723.0,76.0,601.0,70.0,70.0,70.0,824.0,132.0,101.0,70.0,70.0,70.0,309.0
192.168.10.135,35.159.42.141,45590.0,443.0,6.0,78.0,78.0,70.0,342.0,70.0,197.0,76.0,102.0,70.0,70.0,1518.0,70.0,1518.0,356.0,128.0,70.0
192.168.10.32,52.184.213.187,26740.0,443.0,6.0,70.0,70.0,64.0,280.0,1518.0,1029.0,64.0,216.0,109.0,127.0,64.0,145.0,96.0,208.0,712.0,64.0
192.168.10.32,52.184.216.246,26741.0,443.0,6.0,70.0,70.0,64.0,280.0,1518.0,1030.0,64.0,216.0,109.0,127.0,64.0,145.0,208.0,96.0,709.0,96.0
192.168.10.32,52.184.214.53,26742.0,443.0,6.0,70.0,70.0,64.0,280.0,1518.0,1031.0,64.0,216.0,109.0,127.0,64.0,145.0,96.0,209.0,710.0,64.0
192.168.10.32,40.70.229.150,26743.0,443.0,6.0,70.0,70.0,64.0,280.0,1518.0,1030.0,64.0,216.0,109.0,127.0,64.0,145.0,96.0,208.0,709.0,96.0
192.168.10.32,20.189.173.2,26744.0,443.0,6.0,70.0,70.0,64.0,272.0,1518.0,1518.0,1518.0,171.0,64.0,216.0,109.0,127.0,64.0,145.0,727.0,96.0
192.168.10.23,34.117.65.55,58246.0,443.0,6.0,78.0,78.0,70.0,724.0,70.0,282.0,70.0,134.0,240.0,656.0,70.0,101.0,101.0,70.0,70.0,109.0
192.168.10.23,34.117.65.55,58248.0,443.0,6.0,78.0,78.0,70.0,715.0,70.0,288.0,70.0,134.0,606.0,70.0,868.0,70.0,156.0,70.0,207.0,70.0
192.168.10.135,3.127.6.122,51776.0,443.0,6.0,78.0,78.0,70.0,342.0,70.0,197.0,76.0,102.0,70.0,70.0,1518.0,70.0,1518.0,70.0,356.0,128.0
192.168.10.150,142.251.36.131,57733.0,443.0,6.0,70.0,70.0,64.0,243.0,64.0,1470.0,1470.0,64.0,1470.0,475.0,64.0,184.0,109.0,680.0,1176.0,64.0
192.168.10.23,142.251.36.106,48866.0,443.0,6.0,78.0,78.0,70.0,723.0,76.0,600.0,70.0,70.0,70.0,824.0,132.0,101.0,70.0,70.0,70.0,309.0
192.168.10.32,52.184.213.187,26746.0,443.0,6.0,70.0,70.0,64.0,280.0,1518.0,1031.0,64.0,216.0,109.0,127.0,64.0,145.0,208.0,96.0,712.0,64.0
192.168.10.32,51.104.136.2,26747.0,443.0,6.0,70.0,70.0,64.0,274.0,1518.0,1518.0,896.0,64.0,216.0,109.0,127.0,64.0,145.0,764.0,96.0,64.0
192.168.10.32,20.189.173.12,26748.0,443.0,6.0,70.0,70.0,64.0,272.0,1518.0,1518.0,1518.0,171.0,64.0,216.0,109.0,127.0,64.0,145.0,727.0,96.0
192.168.10.32,52.179.216.235,26749.0,443.0,6.0,70.0,70.0,64.0,280.0,1518.0,1030.0,64.0,216.0,109.0,127.0,64.0,145.0,96.0,208.0,709.0,64.0
192.168.10.32,52.184.214.53,26750.0,443.0,6.0,70.0,70.0,64.0,280.0,1518.0,1030.0,64.0,216.0,109.0,127.0,64.0,145.0,96.0,210.0,709.0,96.0
192.168.10.32,52.184.216.246,26751.0,443.0,6.0,70.0,70.0,64.0,280.0,1518.0,1031.0,64.0,216.0,109.0,127.0,64.0,145.0,96.0,208.0,710.0,64.0
192.168.10.135,35.159.42.141,45980.0,443.0,6.0,78.0,78.0,70.0,342.0,70.0,197.0,76.0,102.0,70.0,70.0,1518.0,70.0,1518.0,70.0,356.0,128.0
192.168.10.23,142.251.36.74,60258.0,443.0,6.0,78.0,78.0,70.0,730.0,76.0,600.0,70.0,70.0,70.0,838.0,132.0,101.0,70.0,70.0,70.0,309.0
192.168.10.32,52.184.213.187,26752.0,443.0,6.0,70.0,70.0,64.0,280.0,1518.0,1031.0,64.0,216.0,109.0,127.0,64.0,145.0,208.0,96.0,712.0,96.0
192.168.10.135,35.159.42.141,46002.0,443.0,6.0,78.0,78.0,70.0,342.0,70.0,197.0,76.0,102.0,70.0,70.0,1518.0,70.0,1518.0,70.0,356.0,128.0
192.168.10.32,40.79.141.153,26753.0,443.0,6.0,70.0,70.0,64.0,272.0,1518.0,1518.0,1518.0,171.0,64.0,216.0,109.0,127.0,64.0,145.0,727.0,96.0
192.168.10.23,34.117.65.55,58254.0,443.0,6.0,78.0,78.0,70.0,724.0,70.0,282.0,70.0,134.0,240.0,656.0,70.0,101.0,101.0,70.0,70.0,109.0
192.168.10.23,34.117.65.55,58256.0,443.0,6.0,78.0,78.0,70.0,715.0,70.0,288.0,70.0,134.0,606.0,70.0,868.0,70.0,156.0,70.0,207.0,70.0
192.168.10.32,52.184.214.53,26754.0,443.0,6.0,70.0,70.0,64.0,280.0,1518.0,1030.0,64.0,216.0,109.0,127.0,64.0,145.0,96.0,210.0,709.0,64.0
192.168.10.32,52.179.216.235,26755.0,443.0,6.0,70.0,70.0,64.0,280.0,1518.0,1031.0,64.0,216.0,109.0,127.0,64.0,145.0,96.0,208.0,709.0,64.0
192.168.10.32,52.184.214.53,26756.0,443.0,6.0,70.0,70.0,64.0,280.0,1518.0,1030.0,64.0,216.0,109.0,127.0,64.0,145.0,96.0,209.0,710.0,96.0
192.168.10.32,40.70.229.150,26757.0,443.0,6.0,70.0,70.0,64.0,280.0,1518.0,1029.0,64.0,216.0,109.0,127.0,64.0,145.0,96.0,207.0,712.0,64.0
192.168.10.23,142.251.36.106,48874.0,443.0,6.0,78.0,78.0,70.0,723.0,76.0,601.0,70.0,70.0,70.0,824.0,132.0,101.0,70.0,70.0,70.0,309.0
192.168.10.32,51.104.136.2,26758.0,443.0,6.0,70.0,70.0,64.0,274.0,1518.0,1518.0,896.0,64.0,216.0,109.0,127.0,64.0,145.0,278.0,96.0,96.0
192.168.10.135,35.159.42.141,46100.0,443.0,6.0,78.0,78.0,70.0,342.0,70.0,197.0,76.0,102.0,70.0,70.0,1518.0,70.0,1518.0,70.0,1518.0,714.0
192.168.10.32,20.189.173.3,26760.0,443.0,6.0,70.0,70.0,64.0,272.0,1518.0,1518.0,1518.0,171.0,64.0,64.0,216.0,109.0,127.0,64.0,145.0,727.0
192.168.10.23,142.251.36.106,48876.0,443.0,6.0,78.0,78.0,70.0,723.0,76.0,600.0,70.0,70.0,70.0,824.0,132.0,101.0,70.0,70.0,70.0,309.0
192.168.10.135,3.127.6.122,52268.0,443.0,6.0,78.0,78.0,70.0,342.0,70.0,197.0,76.0,102.0,1518.0,70.0,70.0,70.0,1518.0,70.0,356.0,128.0
192.168.10.32,52.184.214.53,26761.0,443.0,6.0,70.0,70.0,64.0,280.0,1518.0,1031.0,64.0,216.0,109.0,127.0,64.0,145.0,210.0,96.0,709.0,64.0
192.168.10.32,52.184.214.53,26762.0,443.0,6.0,70.0,70.0,64.0,280.0,1518.0,1030.0,64.0,216.0,109.0,127.0,64.0,145.0,209.0,96.0,710.0,64.0
192.168.10.32,52.184.216.246,26763.0,443.0,6.0,70.0,70.0,64.0,280.0,1518.0,1031.0,64.0,216.0,109.0,127.0,64.0,145.0,96.0,208.0,709.0,96.0
192.168.10.32,40.70.229.150,26764.0,443.0,6.0,70.0,70.0,64.0,280.0,1518.0,1030.0,64.0,216.0,109.0,127.0,64.0,145.0,96.0,208.0,709.0,64.0
192.168.10.32,20.189.173.9,26765.0,443.0,6.0,70.0,70.0,64.0,272.0,1518.0,1518.0,1518.0,171.0,64.0,216.0,109.0,127.0,64.0,145.0,727.0,96.0
192.168.10.23,34.117.65.55,58262.0,443.0,6.0,78.0,78.0,70.0,724.0,70.0,282.0,70.0,134.0,240.0,656.0,70.0,101.0,101.0,70.0,70.0,109.0
192.168.10.23,34.117.65.55,58264.0,443.0,6.0,78.0,78.0,70.0,715.0,70.0,288.0,70.0,134.0,606.0,70.0,868.0,70.0,156.0,70.0,207.0,70.0
192.168.10.23,142.251.36.106,48882.0,443.0,6.0,78.0,78.0,70.0,723.0,76.0,600.0,70.0,70.0,70.0,824.0,132.0,101.0,70.0,70.0,70.0,309.0
192.168.10.135,3.127.6.122,52736.0,443.0,6.0,78.0,78.0,70.0,342.0,70.0,197.0,76.0,102.0,70.0,70.0,1518.0,70.0,1518.0,356.0,128.0,70.0
192.168.10.32,52.184.216.246,26766.0,443.0,6.0,70.0,70.0,64.0,280.0,1518.0,1031.0,64.0,216.0,109.0,127.0,64.0,145.0,96.0,208.0,709.0,96.0
192.168.10.32,52.184.214.53,26767.0,443.0,6.0,70.0,70.0,64.0,280.0,1518.0,1029.0,64.0,216.0,109.0,127.0,64.0,145.0,96.0,210.0,709.0,64.0
192.168.10.32,52.184.214.53,26768.0,443.0,6.0,70.0,70.0,64.0,280.0,1518.0,1030.0,64.0,216.0,109.0,127.0,64.0,145.0,96.0,209.0,710.0,96.0
192.168.10.2,185.125.190.29,27510.0,443.0,6.0,78.0,78.0,70.0,587.0,1418.0,1418.0,1418.0,122.0,540.0,70.0,70.0,70.0,70.0,150.0,200.0,373.0
192.168.10.23,34.149.100.209,43234.0,443.0,6.0,78.0,78.0,70.0,730.0,70.0,282.0,70.0,134.0,240.0,314.0,656.0,70.0,101.0,101.0,70.0,454.0
192.168.10.32,40.79.141.152,26769.0,443.0,6.0,70.0,70.0,64.0,272.0,1518.0,1518.0,1518.0,171.0,64.0,64.0,216.0,109.0,127.0,64.0,145.0,726.0
192.168.10.23,35.201.103.21,40420.0,443.0,6.0,78.0,78.0,70.0,717.0,70.0,282.0,70.0,134.0,240.0,255.0,656.0,70.0,101.0,70.0,101.0,70.0
192.168.10.23,34.98.75.36,58408.0,443.0,6.0,78.0,78.0,70.0,729.0,70.0,282.0,70.0,134.0,240.0,273.0,656.0,70.0,101.0,101.0,70.0,70.0
192.168.10.23,34.160.144.191,50112.0,443.0,6.0,78.0,78.0,70.0,728.0,70.0,282.0,70.0,134.0,240.0,326.0,656.0,70.0,101.0,101.0,70.0,396.0
192.168.10.32,52.184.213.187,26771.0,443.0,6.0,70.0,70.0,64.0,280.0,1518.0,1030.0,64.0,216.0,109.0,127.0,64.0,145.0,96.0,208.0,712.0,64.0
192.168.10.32,52.184.216.246,26772.0,443.0,6.0,70.0,70.0,64.0,280.0,1518.0,1030.0,64.0,216.0,109.0,127.0,64.0,145.0,96.0,208.0,710.0,64.0
192.168.10.32,52.179.216.235,26773.0,443.0,6.0,70.0,70.0,64.0,280.0,1518.0,1031.0,64.0,216.0,109.0,127.0,64.0,145.0,96.0,208.0,709.0,64.0
192.168.10.23,54.214.185.83,47854.0,443.0,6.0,78.0,78.0,70.0,587.0,70.0,1518.0,1518.0,615.0,70.0,196.0,1261.0,121.0,70.0,310.0,70.0,70.0
192.168.10.135,35.159.42.141,47120.0,443.0,6.0,78.0,78.0,70.0,342.0,70.0,197.0,76.0,102.0,70.0,70.0,1518.0,70.0,1518.0,70.0,356.0,128.0
192.168.10.23,142.251.36.106,48894.0,443.0,6.0,78.0,78.0,70.0,723.0,76.0,600.0,70.0,70.0,70.0,824.0,132.0,101.0,70.0,70.0,70.0,308.0
192.168.10.32,20.42.72.131,26774.0,443.0,6.0,70.0,70.0,64.0,272.0,1518.0,1518.0,1518.0,171.0,64.0,216.0,109.0,127.0,64.0,145.0,727.0,96.0
192.168.10.23,34.117.65.55,58280.0,443.0,6.0,78.0,78.0,70.0,724.0,70.0,282.0,70.0,134.0,240.0,656.0,70.0,101.0,101.0,70.0,70.0,109.0
192.168.10.23,34.117.65.55,58282.0,443.0,6.0,78.0,78.0,70.0,715.0,70.0,288.0,70.0,134.0,606.0,70.0,868.0,70.0,156.0,70.0,207.0,70.0
192.168.10.135,35.159.42.141,47434.0,443.0,6.0,78.0,78.0,70.0,342.0,70.0,197.0,76.0,102.0,70.0,70.0,1518.0,70.0,1518.0,70.0,356.0,128.0
192.168.10.32,52.184.214.53,26775.0,443.0,6.0,70.0,70.0,64.0,280.0,1518.0,1030.0,64.0,216.0,109.0,127.0,64.0,145.0,209.0,96.0,710.0,64.0
192.168.10.23,142.251.36.106,48900.0,443.0,6.0,78.0,78.0,70.0,723.0,76.0,600.0,70.0,70.0,70.0,824.0,132.0,101.0,70.0,70.0,70.0,154.0
192.168.10.32,52.179.216.235,26776.0,443.0,6.0,70.0,70.0,64.0,280.0,1518.0,1031.0,64.0,216.0,109.0,127.0,64.0,145.0,96.0,208.0,709.0,64.0
192.168.10.32,40.70.229.150,26777.0,443.0,6.0,70.0,70.0,64.0,280.0,1518.0,1030.0,64.0,216.0,109.0,127.0,64.0,145.0,207.0,96.0,712.0,96.0
192.168.10.32,52.184.214.53,26778.0,443.0,6.0,70.0,70.0,64.0,280.0,1518.0,1030.0,64.0,216.0,109.0,127.0,64.0,145.0,210.0,96.0,709.0,64.0
192.168.10.32,51.104.136.2,26779.0,443.0,6.0,70.0,70.0,64.0,274.0,1518.0,1518.0,896.0,64.0,216.0,109.0,127.0,64.0,145.0,744.0,96.0,96.0
192.168.10.32,51.104.136.2,26780.0,443.0,6.0,70.0,70.0,64.0,274.0,1518.0,1518.0,896.0,64.0,216.0,109.0,127.0,64.0,145.0,1045.0,96.0,96.0
192.168.10.32,13.89.179.9,26781.0,443.0,6.0,70.0,70.0,64.0,272.0,1518.0,1518.0,1518.0,171.0,64.0,216.0,109.0,127.0,64.0,145.0,96.0,727.0
192.168.10.135,35.159.42.141,47786.0,443.0,6.0,78.0,78.0,70.0,342.0,70.0,197.0,76.0,102.0,70.0,70.0,1518.0,70.0,1518.0,356.0,128.0,1518.0
192.168.10.23,142.251.36.106,48902.0,443.0,6.0,78.0,78.0,70.0,723.0,76.0,601.0,70.0,70.0,70.0,824.0,132.0,101.0,70.0,70.0,70.0,309.0
192.168.10.32,52.179.216.235,26782.0,443.0,6.0,70.0,70.0,64.0,280.0,1518.0,1031.0,64.0,216.0,109.0,127.0,64.0,145.0,208.0,96.0,709.0,64.0
192.168.10.32,52.184.214.53,26783.0,443.0,6.0,70.0,70.0,64.0,280.0,1518.0,1030.0,64.0,216.0,109.0,127.0,64.0,145.0,209.0,96.0,710.0,96.0
192.168.10.32,52.184.214.53,26784.0,443.0,6.0,70.0,70.0,64.0,280.0,1518.0,1030.0,64.0,216.0,109.0,127.0,64.0,145.0,96.0,210.0,709.0,96.0
192.168.10.135,3.127.6.122,53764.0,443.0,6.0,78.0,78.0,70.0,342.0,70.0,197.0,76.0,102.0,70.0,70.0,70.0,1518.0,1518.0,70.0,356.0,128.0
192.168.10.32,52.178.17.2,26785.0,443.0,6.0,70.0,70.0,64.0,272.0,1518.0,1518.0,1518.0,171.0,64.0,64.0,216.0,109.0,127.0,64.0,145.0,727.0
192.168.10.32,8.238.176.126,26786.0,80.0,6.0,70.0,70.0,64.0,340.0,64.0,395.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0
192.168.10.23,34.117.65.55,58288.0,443.0,6.0,78.0,78.0,70.0,724.0,70.0,282.0,70.0,134.0,240.0,656.0,70.0,101.0,101.0,70.0,70.0,109.0
192.168.10.23,34.117.65.55,58290.0,443.0,6.0,78.0,78.0,70.0,715.0,70.0,288.0,70.0,134.0,606.0,70.0,868.0,70.0,156.0,70.0,207.0,70.0
192.168.10.32,40.70.229.150,26787.0,443.0,6.0,70.0,70.0,64.0,280.0,1518.0,1031.0,64.0,216.0,109.0,127.0,64.0,145.0,96.0,208.0,709.0,64.0
192.168.10.32,52.184.216.246,26788.0,443.0,6.0,70.0,70.0,64.0,280.0,1518.0,1029.0,64.0,216.0,109.0,127.0,64.0,145.0,96.0,208.0,709.0,96.0
192.168.10.32,52.184.213.187,26789.0,443.0,6.0,70.0,70.0,64.0,280.0,1518.0,1029.0,64.0,216.0,109.0,127.0,64.0,145.0,96.0,208.0,712.0,96.0
