src_ip,dst_ip,src_port,dst_port,protocol,DFT_Mod_0,DFT_Mod_1,DFT_Mod_2,DFT_Mod_3,DFT_Mod_4,DFT_Mod_5,DFT_Mod_6,DFT_Mod_7,DFT_Mod_8,DFT_Mod_9,DFT_Mod_10,DFT_Mod_11,DFT_Mod_12,DFT_Mod_13,DFT_Mod_14,DFT_Mod_15,DFT_Mod_16,DFT_Mod_17,DFT_Mod_18,DFT_Mod_19,DFT_Mod_20,DFT_Mod_21,DFT_Mod_22,DFT_Mod_23,DFT_Mod_24
192.168.10.135,35.159.42.141,42628.0,443.0,6.0,0.003428101539611782,0.0025453336529936386,0.0006613375312979422,0.0013272323836800552,0.0021315672627689286,0.003432095050811733,0.0025460625142996497,0.0006573602192976127,0.0013307388684724367,0.0021305174750876504,0.002123574415842658,0.0019651880480803245,0.0016930877994736546,0.001348554117390925,0.0009278674613641155,0.0020994941393534085,0.001949741154870608,0.001697173069501929,0.0013694791928888154,0.0009499067752663085,0.0013355811436970796,0.001261925363854186,0.0012175900106239492,0.0011964841644378282,0.0011492273224059295
192.168.10.32,52.182.143.209,26675.0,443.0,6.0,0.03398356835047402,0.011061781556394285,0.01081832515233574,0.011889236356136508,0.03273525195945081,0.034011065959930385,0.011086068332801877,0.010803130689964956,0.011889448420483808,0.03272191715534026,0.02306099732716875,0.00042028294652015567,0.02174315207518797,0.0009448142168574716,0.021774416641812032,0.023027420043945278,0.00042861277192499813,0.021759075415094704,0.0009491481218539351,0.021791990144731054,0.022958079973856578,0.0004813194049153325,0.021722768933679675,0.0010177910800288092,0.021825058893684975
192.168.10.23,34.117.65.55,58202.0,443.0,6.0,0.006804585456848083,0.0020337720812750927,0.0013196310084132414,0.004344309797967212,0.001563496574374498,0.007019082705179783,0.0019317675194985668,0.0012013424339076472,0.004435410664669413,0.0014297346624963865,0.0054615736007689744,0.0023873106803402235,0.002758800563900593,0.003118096683324636,0.00018793725726609428,0.007118086020151708,0.0027545190490268746,0.0023964208190739946,0.002436034348523705,0.001838360395866237,0.09013017018636062,0.08542034367510509,0.08521239531836183,0.08059714276801587,0.08215243643189081
192.168.10.23,34.117.65.55,58204.0,443.0,6.0,0.019352336724599167,0.01133918939892311,0.01416082018615443,0.011991363564894837,0.014375391845437964,0.01982857783635453,0.01158130900793411,0.013922515085665013,0.011548232460670674,0.014139253166433578,0.020136237144470173,0.011593855485224897,0.013614887936480767,0.011666574862212184,0.014446856025838967,0.03235916296641027,0.012472945683950864,0.012812293077307371,0.023396731266042747,0.013257620421206625,0.03228749831517532,0.012468136769707339,0.012741002506105327,0.023410983741197648,0.013328418791055886
192.168.10.32,51.104.136.2,26676.0,443.0,6.0,0.008908410867055221,0.001097349973818534,0.0030422971764799524,0.006319901804463711,0.00447628477228266,0.009007334709167439,0.0011682365071396035,0.0029438282583230013,0.0063712175688933935,0.004471396037754976,0.006252666314442914,0.0016338727137359778,0.004791373230579921,0.004277060469345254,0.0024063406284856523,0.006227831045786503,0.0016532717876862866,0.004789696468549476,0.004296489284705706,0.0024311758789809547,0.008819162845611536,0.002507920532492924,0.007205168505113029,0.003366917085135787,0.004351864447289583
192.168.10.32,52.184.214.53,26677.0,443.0,6.0,0.026428679625193244,0.004334891768313089,0.008756812278657065,0.018795610581083623,0.015193442657628608,0.026433507601420055,0.004333054509230083,0.008754563106703455,0.018799998881509034,0.01518929203544419,0.017943580945332816,0.009002469129967335,0.008330865364440177,0.017100778099266828,0.008822077923925432,0.017918427785237608,0.00901564048449317,0.008317296913633695,0.017125912982138006,0.008810548493065938,0.026292741298675516,0.01212746911492687,0.01668740577075915,0.01934814481538213,0.0006044093857126439
192.168.10.32,40.70.229.150,26678.0,443.0,6.0,0.026322086652119922,0.004342731574208682,0.00865359996317423,0.018707976191257854,0.015186342519348016,0.026322921117146778,0.004342454452281553,0.008653213809197292,0.01870873161768866,0.015185626428225461,0.017773429552714,0.008847617529372069,0.008283053209470561,0.016947454057817363,0.008765392078773625,0.01774491866429645,0.008862402110578375,0.008268044611566256,0.01697594698428863,0.00875229327804451,0.02608358860015867,0.012028508401265242,0.01660493056914408,0.019176958435687046,0.000580550228422561
192.168.10.32,52.184.213.187,26679.0,443.0,6.0,0.026207586129506386,0.004334928606577994,0.008632443055974659,0.018680696274281847,0.015064705062196109,0.026208758354186974,0.0043345381837713555,0.008631892989895392,0.018681757805810276,0.015063696784641313,0.017710328102111778,0.008804492801810651,0.008303434652793956,0.016927477116358603,0.008713540053595129,0.017678499221801727,0.008820953788180104,0.00828669954685866,0.016959287732132004,0.008698706283329045,0.025988082091013557,0.011987845500458836,0.016594608666487768,0.01913647217665586,0.0005190082128507633
192.168.10.32,52.179.216.235,26680.0,443.0,6.0,0.026358842849731407,0.004299468994618442,0.008689780038177802,0.018581735853561546,0.015182774337568842,0.026360094547271694,0.00429900688626022,0.008689210994507087,0.018582872971838294,0.015181701344520146,0.01786790291468299,0.008944553878974082,0.008204912559576767,0.016897498365776708,0.008780188897153533,0.0178383390108744,0.008960082656465947,0.008188982811557747,0.016927035066252438,0.00876681837190182,0.026258567969004283,0.01210505620193017,0.016605207497441852,0.019226023447979794,0.0005915737145378755
192.168.10.23,142.251.36.74,60212.0,443.0,6.0,0.004571259021759011,0.0002982088633674089,0.001779572901832686,0.0032349546938695746,0.002422854294370087,0.004578252633412657,0.00029797730101228557,0.0017834532330683142,0.003231766148579402,0.002428460962548718,0.0028731624285379823,0.0018769408842010172,0.00013951334469021167,0.0018809549698106953,0.0028007808524677636,0.002857923507690408,0.0018910591649168153,0.00014722672762171147,0.0018690642375084152,0.0028083054036793886,0.0027759273846943975,0.001942590527544828,0.00022915060356524408,0.001921570172391706,0.002726310260106515
192.168.10.32,52.184.216.246,26681.0,443.0,6.0,0.02630833784739172,0.004251961552241538,0.008662011857171421,0.018631988283939083,0.01512350845591744,0.026311576366424512,0.004250821515745794,0.008660524493481406,0.018634928501051716,0.015120721297938431,0.0178171594937642,0.008855408118547575,0.008230391978650303,0.016932522828590514,0.00877243808305538,0.017794430255889854,0.008867384201711277,0.00821825244782998,0.016955233588220354,0.008761877948125493,0.02609457572301225,0.011947727664375725,0.016515310878339656,0.01917581389553981,0.0005820458358312335
192.168.10.32,52.184.214.53,26682.0,443.0,6.0,0.02781865994135535,0.005026773321911465,0.009365487000462216,0.019502660073491312,0.016381708882834932,0.027832587560017857,0.005027779168581616,0.009360648242687805,0.01951474375515705,0.016370010961895897,0.017638583978017125,0.008458640348383764,0.008343112003108154,0.016940007814334156,0.008650457016786312,0.017618676026662148,0.00846878008092442,0.008333276240622522,0.016959907334619672,0.008640638957556504,0.026799162228902138,0.012416265766834963,0.01751362677650602,0.019518614249012956,0.000545593785280797
192.168.10.135,3.127.6.122,48844.0,443.0,6.0,0.003492256005605032,0.0025887948622862205,0.0006658812740351837,0.001395803846829434,0.0022087507150733653,0.003496170043945282,0.0025894724374574967,0.0006619691037758601,0.0013992451153422454,0.002207673432287286,0.0021705031394958158,0.00201211412382328,0.0017394342696874865,0.0013964093109404374,0.0009765274662420047,0.0021485884984334008,0.0019981852281835116,0.0017435265957396113,0.0014157608919758158,0.000996161950890524,0.0013950864473978386,0.001321014760400457,0.001275993382863723,0.0012560882555059417,0.0012073417765783366
192.168.10.23,34.149.100.209,43174.0,443.0,6.0,0.006456156571706098,0.0016642974296652616,0.0019409916822926568,0.002866243349094295,0.003776507865865393,0.006497740745544389,0.0016568234169140738,0.0019413111141410421,0.0028748953207073766,0.003743624123284123,0.00510783990224198,0.0017535903018444387,0.003213031316873205,0.0015466294892419045,0.0025104014139338895,0.005105336507161414,0.0017534892474029967,0.003214896806447057,0.001547631559313451,0.002510225093952432,0.004997988541920931,0.0016985977127842557,0.0031946543000184327,0.0016465350757194647,0.0026071416973137015
192.168.10.32,20.189.173.15,26683.0,443.0,6.0,0.043496986230214404,0.01368755920919478,0.015150147251219761,0.014549523034757778,0.04246037260156813,0.043538073698679576,0.013722630753694532,0.015128330284627893,0.014551834584676654,0.042440260631046604,0.03043991327285764,0.0007000075874158466,0.028222186719906697,0.0016575677354013242,0.029343583600060615,0.030433654785156226,0.0006937548881471751,0.02822521422669151,0.001660744903697564,0.029346810918497158,0.030416170756022105,0.0006790698899253418,0.028216196469621462,0.001675817625258238,0.029355278642937337
192.168.10.23,35.201.103.21,40360.0,443.0,6.0,0.006481667359669951,0.0018186007902226563,0.0023184624488451007,0.0026361204235981067,0.003666655597632769,0.006499091784159285,0.001818021783395941,0.002316471012118027,0.0026371859876548236,0.0036537618080784897,0.004962325096130317,0.0017354389710022885,0.003774838619334691,0.0011080485857721057,0.0022382140662251465,0.004950006802876734,0.0017339411742735922,0.003783444761471392,0.0011100047132484867,0.002238324066830768,0.004724840323130234,0.0016092546472902891,0.00372914820137131,0.001332627769802015,0.002434706056351571
192.168.10.23,34.98.75.36,58348.0,443.0,6.0,0.006672481695810913,0.001845563231762598,0.0020051282512972422,0.002670494856452744,0.0035813644732189524,0.0067214171091715055,0.0018357472663319146,0.0020011392449977715,0.002680565285644571,0.0035429404482689424,0.00532557566960648,0.0019065704945345555,0.0033125725845084405,0.0013508324046459892,0.002301721573277836,0.005316754182179723,0.0019057564619260616,0.0033188561327721854,0.0013546113362244221,0.0023010718407993837,0.005011498928070022,0.0017478667312700409,0.0032557397133552214,0.0016353553857468884,0.0025791452650910348
192.168.10.23,34.160.144.191,50052.0,443.0,6.0,0.006775498390197723,0.001930925585658496,0.0020064614358117788,0.0027922184740346253,0.0035964443134735586,0.006822923819224006,0.0019203147110202112,0.002003668822370371,0.002802937692842791,0.0035583481733882667,0.0054511626561482476,0.0019905553052340587,0.0032834744511267516,0.0015039474377282732,0.002360469388099569,0.005423327287038145,0.001987479609705763,0.003303638999056024,0.001516296243827232,0.002357498687665643,0.005138834317525203,0.0018349903538380076,0.0032494527631114364,0.0017748556471520413,0.002619569817826588
192.168.10.23,35.244.181.201,42650.0,443.0,6.0,0.006097177664438837,0.0015314826978652155,0.0020426256775914853,0.0029513270021631886,0.0037484939919048034,0.006115754445393829,0.0015298962036374435,0.002043326012647613,0.0029538359152290416,0.0037337859474937526,0.00468842188517247,0.001581548074257851,0.003337109192706472,0.0015527584237575323,0.002472690372993408,0.004682421684265079,0.0015814686873975,0.0033416511692813235,0.0015543460135054807,0.00247218578321256,0.005104899406433046,0.0018332319036128385,0.003445674855064216,0.001152641053656952,0.0020978112240522366
