src_ip,dst_ip,src_port,dst_port,protocol,time0,time1,time2,time3,time4,time5,time6,time7,time8,time9,time10,time11,time12,time13,time14,time15
192.168.10.23,34.117.65.55,58202.0,443.0,6.0,0.0,0.0189480781555175,0.0003647804260253,0.0038549900054931,0.01871919631958,0.0194818973541259,0.0002789497375488,0.0015091896057128,0.0032999515533447,0.0147600173950195,0.000288963317871,0.0001490116119384,0.0025739669799804,0.0002579689025878,0.0202429294586181,58.978342056274414
192.168.10.23,34.117.65.55,58204.0,443.0,6.0,0.0,0.0188031196594238,0.0002799034118652,0.0011749267578125,0.018273115158081,0.0178320407867431,0.0002779960632324,0.0009028911590576,0.0024371147155761,0.0174968242645263,0.1544280052185058,0.0003221035003662,0.0057148933410644,0.0224950313568115,0.1469550132751464,0.0003149509429931
192.168.10.32,51.104.136.2,26676.0,443.0,6.0,0.0,0.0331029891967773,0.0003390312194824,0.0004830360412597,0.0342838764190673,0.000108003616333,1.3113021850585938e-05,0.0002748966217041,0.0049850940704345,0.0329730510711669,1.0013580322265623e-05,0.0003278255462646,0.0011870861053466,4.696846008300781e-05,4.100799560546875e-05,0.0315790176391601
192.168.10.32,52.184.214.53,26677.0,443.0,6.0,0.0,0.1019201278686523,0.0003149509429931,0.0006740093231201,0.1031200885772705,1.1920928955078123e-05,0.0005240440368652,0.006376028060913,0.1030299663543701,1.6927719116210938e-05,0.0003089904785156,0.0008471012115478,5.793571472167969e-05,4.100799560546875e-05,1.3113021850585938e-05,0.101165771484375
192.168.10.32,40.70.229.150,26678.0,443.0,6.0,0.0,0.1026709079742431,0.0003931522369384,0.0005519390106201,0.1026759147644043,1.3113021850585938e-05,0.000464916229248,0.0056409835815429,0.1018590927124023,1.4066696166992188e-05,0.0004458427429199,0.0011351108551025,1.0013580322265623e-05,7.700920104980469e-05,5.1021575927734375e-05,0.1006159782409668
192.168.10.32,52.184.213.187,26679.0,443.0,6.0,0.0,0.102025032043457,0.000425100326538,0.000694990158081,0.1023638248443603,1.2159347534179688e-05,0.0004570484161376,0.0051479339599609,0.1018760204315185,1.5020370483398438e-05,0.0003588199615478,0.001115083694458,1.4066696166992188e-05,4.38690185546875e-05,4.315376281738281e-05,0.100409984588623
192.168.10.32,52.179.216.235,26680.0,443.0,6.0,0.0,0.1019492149353027,0.0003979206085205,0.0006470680236816,0.102280855178833,1.3113021850585938e-05,0.0006558895111083,0.0069861412048339,0.1017849445343017,1.0013580322265623e-05,0.0004439353942871,0.0011370182037353,1.5020370483398438e-05,4.291534423828125e-05,4.315376281738281e-05,0.1016898155212402
192.168.10.23,142.251.36.74,60212.0,443.0,6.0,0.0,0.0204620361328125,0.0001840591430664,0.0010409355163574,8.702278137207031e-05,0.0001349449157714,0.0177609920501709,1.0967254638671877e-05,0.0001320838928222,0.0150120258331298,5.960464477539063e-06,2.408027648925781e-05,8.392333984375e-05,9.5367431640625e-07,1.1920928955078125e-06,5.698204040527344e-05
192.168.10.32,52.184.216.246,26681.0,443.0,6.0,0.0,0.101978063583374,0.0003588199615478,0.0005931854248046,0.102118968963623,1.1920928955078123e-05,0.000486135482788,0.0061879158020019,0.1020770072937011,2.5033950805664062e-05,0.0003650188446044,0.0014979839324951,3.886222839355469e-05,4.506111145019531e-05,8.606910705566406e-05,0.1001949310302734
192.168.10.32,52.184.214.53,26682.0,443.0,6.0,0.0,0.1225368976593017,0.0003800392150878,0.0008871555328369,0.1024088859558105,1.3113021850585938e-05,0.0002839565277099,0.0025739669799804,0.1016569137573242,1.4066696166992188e-05,0.0003750324249267,0.0026938915252685,0.0001671314239501,0.0002088546752929,0.0001411437988281,0.1110529899597168
192.168.10.135,3.127.6.122,48844.0,443.0,6.0,0.0,0.0160231590270996,0.0002658367156982,0.0090651512145996,0.0149219036102294,0.001235008239746,2.5033950805664062e-05,0.0001330375671386,0.0001280307769775,9.5367431640625e-07,3.790855407714844e-05,7.104873657226562e-05,4.696846008300781e-05,0.000115156173706,2.86102294921875e-06,2.312660217285156e-05
