src_ip,dst_ip,src_port,dst_port,protocol,time0,time1,time2,time3,time4,time5,time6,time7,time8,time9,time10,time11,time12,time13,time14,time15
128.131.67.19,192.168.10.22,50414.0,22.0,6.0,0.0,0.0001320838928222,0.0021789073944091,2.694129943847656e-05,0.0001320838928222,2.5987625122070312e-05,2.5987625122070312e-05,2.5033950805664062e-05,0.0001320838928222,0.0005218982696533,2.5987625122070312e-05,2.5033950805664062e-05,0.000133991241455,2.5987625122070312e-05,2.5987625122070312e-05,2.5987625122070312e-05
194.45.33.29,192.168.10.2,4500.0,4500.0,17.0,0.0,1.1846749782562256,0.0018270015716552,0.0249791145324707,0.0002188682556152,0.0015540122985839,0.0005011558532714,0.0277760028839111,2.5987625122070312e-05,0.0001368522644042,0.0018341541290283,0.0019989013671875,2.9087066650390625e-05,9.083747863769533e-05,0.0001060962677001,0.0256450176239013
192.168.10.23,128.130.57.3,39962.0,3000.0,6.0,0.0,0.0012149810791015,0.0002908706665039,0.0001909732818603,15.11743712425232,0.000338077545166,4.964734792709351,0.0003671646118164,0.0002188682556152,0.0422470569610595,5.028162956237793,0.0007300376892089,0.0002040863037109,0.0411489009857177,15.009844064712524,0.0003230571746826
192.168.10.135,131.130.37.53,35042.0,22.0,6.0,0.0,0.0050208568572998,0.000324010848999,0.0005359649658203,0.0024580955505371,0.0019400119781494,0.0005500316619873,0.0023200511932373,0.0428760051727294,0.0006308555603027,0.0040299892425537,5.190029144287109,0.0022039413452148,2.694129943847656e-05,0.0006489753723144,0.0094399452209472
128.130.135.23,192.168.10.30,39808.0,1883.0,6.0,0.0,0.005756139755249,0.0016138553619384,59.99317908287048,0.0037899017333984,0.0014441013336181,59.99684190750122,0.0036709308624267,0.0011072158813476,59.995407819747925,0.0053451061248779,0.0013039112091064,59.99439716339111,0.0039319992065429,0.0012848377227783,59.99533915519714
192.168.10.135,131.130.37.53,49666.0,22.0,6.0,0.0,0.0049130916595458,0.0002369880676269,2.73564887046814,0.003796100616455,0.0002269744873046,11.257922887802124,0.0041751861572265,0.0002269744873046,11.25785493850708,0.0031878948211669,0.0002369880676269,3.725767135620117,0.0046138763427734,0.0002341270446777,7.527966022491455
192.168.10.150,192.168.10.30,49266.0,1883.0,6.0,0.0,0.0045909881591796,0.2135388851165771,11.043764114379885,0.0050189495086669,0.2132661342620849,11.04397702217102,0.0040369033813476,0.2141380310058593,11.043837070465088,0.0039319992065429,0.2143359184265136,11.043978929519652,0.0039989948272705,0.2141101360321045,11.043852806091309
192.168.10.150,208.115.231.210,60325.0,443.0,6.0,0.0,0.0122950077056884,10.001939058303831,0.0130660533905029,10.001158952713013,0.0125000476837158,10.00171184539795,0.0123541355133056,10.001868963241575,0.0121030807495117,10.01771593093872,0.0122830867767333,10.0175359249115,0.0122020244598388,10.0176260471344,0.0122089385986328
192.168.10.150,192.168.10.255,5513.0,5512.0,17.0,0.0,63.90694713592529,63.90697288513184,63.90700817108154,63.90690279006958,63.90695309638977,63.90694999694824,63.907026052474976,63.9069390296936,63.90693497657776,63.90696096420288,63.906965017318726,63.90694689750672,63.906962156295776,63.90696001052856,63.90696477890015
192.168.10.135,3.127.6.122,48380.0,443.0,6.0,0.0,0.0230829715728759,2.5033950805664062e-05,0.0002939701080322,9.5367431640625e-07,8.35343313217163,0.0003008842468261,6.653448104858398,0.057898998260498,0.4405879974365234,0.0002400875091552,15.017277956008911,0.0142810344696044,0.0065150260925292,0.0002849102020263,1.0409069061279297
