src_ip,dst_ip,src_port,dst_port,protocol,tcp_window0,tcp_window1,tcp_window2,tcp_window3,tcp_window4,tcp_window5,tcp_window6,tcp_window7,tcp_window8,tcp_window9,tcp_window10,tcp_window11,tcp_window12,tcp_window13,tcp_window14,tcp_window15
192.168.10.32,8.238.206.254,26697.0,80.0,6.0,1.0,0.7056666666666667,0.0171,0.0171,0.00018333333333333334,0.00018333333333333334,0.00018333333333333334,0.00018333333333333334,0.00018333333333333334,0.0171,0.00018333333333333334,0.0171,0.00018333333333333334,0.00018333333333333334,0.0171,1026.0
192.168.10.32,52.165.164.15,26698.0,443.0,6.0,1.0,1.0,0.0171,0.0171,0.2730666666666667,0.2730666666666667,0.0171,0.0171,0.27305,0.27305,0.017083333333333332,0.017083333333333332,0.017083333333333332,0.017083333333333332,0.017083333333333332,1025.0
192.168.10.32,20.42.73.25,26699.0,443.0,6.0,1.0,1.0,0.01715,0.01715,0.0342,0.0342,0.0342,0.0342,0.01715,0.01715,0.034183333333333336,0.034183333333333336,0.017133333333333334,0.017133333333333334,0.017133333333333334,1028.0
192.168.10.32,20.54.110.119,26700.0,443.0,6.0,1.0,1.0,0.01715,0.01715,0.2730666666666667,0.2730666666666667,0.2730666666666667,0.01715,0.01715,0.27305,0.27305,0.017133333333333334,0.017133333333333334,0.017133333333333334,0.017133333333333334,1028.0
192.168.10.32,20.54.24.148,26701.0,443.0,6.0,1.0,1.0,0.01715,0.01715,0.0342,0.0342,0.01715,0.01715,0.034183333333333336,0.034183333333333336,0.017133333333333334,0.017133333333333334,0.017133333333333334,0.017133333333333334,0.034183333333333336,2050.0
192.168.10.32,23.62.222.56,26702.0,443.0,6.0,1.0,1.0,0.0171,0.0171,0.00835,0.00835,0.00835,0.00835,0.00835,0.0171,0.0171,0.00835,0.017083333333333332,0.00835,0.00835,1024.0
192.168.10.32,23.62.222.56,26703.0,443.0,6.0,1.0,1.0,0.0171,0.0171,0.00835,0.00835,0.00835,0.00835,0.0171,0.00835,0.0171,0.00835,0.017083333333333332,0.00835,0.00835,1024.0
192.168.10.32,178.79.227.128,26705.0,80.0,6.0,1.0,1.0,0.0171,0.0171,0.00025,0.0002666666666666667,0.0002666666666666667,0.017066666666666667,0.00025,0.0002666666666666667,0.0002666666666666667,0.0002666666666666667,0.0171,0.0002666666666666667,0.0002666666666666667,1026.0
192.168.10.32,178.79.227.128,26706.0,80.0,6.0,1.0,1.0,0.0171,0.0171,0.5339666666666667,0.5339666666666667,0.5339666666666667,0.0171,0.5339666666666667,0.5339666666666667,0.0171,0.5339666666666667,0.5339666666666667,0.0171,0.5339666666666667,32038.0
192.168.10.32,20.42.73.25,26707.0,443.0,6.0,1.0,1.0,0.01715,0.01715,0.0342,0.0342,0.01715,0.0342,0.0342,0.01715,0.01715,0.034183333333333336,0.034183333333333336,0.017133333333333334,0.017133333333333334,1028.0
192.168.10.32,20.42.73.25,26708.0,443.0,6.0,1.0,1.0,0.01715,0.01715,0.0342,0.0342,0.01715,0.0342,0.0342,0.01715,0.01715,0.034183333333333336,0.034183333333333336,0.017133333333333334,0.017133333333333334,1028.0
192.168.10.32,20.42.65.88,26709.0,443.0,6.0,1.0,1.0,0.01715,0.01715,0.0342,0.0342,0.0342,0.0342,0.01715,0.01715,0.01715,0.034183333333333336,0.034183333333333336,0.017133333333333334,0.017133333333333334,1028.0
192.168.10.23,34.117.65.55,58222.0,443.0,6.0,1.0,1.0,0.008366666666666666,0.008366666666666666,0.004366666666666666,0.004366666666666666,0.00835,0.00835,0.00835,0.004366666666666666,0.00835,0.00835,0.00445,0.00835,0.00445,501.0
192.168.10.23,34.117.65.55,58224.0,443.0,6.0,1.0,1.0,0.008366666666666666,0.008366666666666666,0.004366666666666666,0.004366666666666666,0.00835,0.00835,0.00835,0.00445,0.00445,0.00835,0.00835,0.00445,0.00445,501.0
192.168.10.23,142.251.36.106,48842.0,443.0,6.0,1.0,1.0,0.008366666666666666,0.008366666666666666,0.008366666666666666,0.008366666666666666,0.004366666666666666,0.004366666666666666,0.00445,0.00445,0.00445,0.00445,0.00835,0.00835,0.00835,267.0
192.168.10.135,3.127.6.122,49334.0,443.0,6.0,0.4866666666666667,0.44745,0.0038166666666666666,0.0038166666666666666,0.00011666666666666667,0.00011666666666666667,0.00011666666666666667,0.0038166666666666666,0.00011666666666666667,0.0038166666666666666,0.00011666666666666667,0.004183333333333333,0.00011666666666666667,0.00011666666666666667,0.00011666666666666667,7.0
192.168.10.32,104.208.16.88,26710.0,443.0,6.0,1.0,1.0,0.01715,0.01715,0.0342,0.0342,0.0342,0.0342,0.01715,0.01715,0.01715,0.034183333333333336,0.034183333333333336,0.017133333333333334,0.017133333333333334,1028.0
192.168.10.32,40.70.229.150,26711.0,443.0,6.0,1.0,1.0,0.01715,0.01715,0.0342,0.0342,0.01715,0.01715,0.034183333333333336,0.034183333333333336,0.017133333333333334,0.017133333333333334,0.017133333333333334,0.017133333333333334,0.017133333333333334,2051.0
192.168.10.32,52.184.213.187,26712.0,443.0,6.0,1.0,1.0,0.01715,0.01715,0.0342,0.0342,0.01715,0.01715,0.034183333333333336,0.034183333333333336,0.017133333333333334,0.017133333333333334,0.017133333333333334,0.017133333333333334,0.017133333333333334,2051.0
192.168.10.135,35.159.42.141,44184.0,443.0,6.0,0.4866666666666667,0.44745,0.0038166666666666666,0.0038166666666666666,0.00011666666666666667,0.00011666666666666667,0.00011666666666666667,0.00011666666666666667,0.0038166666666666666,0.0038166666666666666,0.00011666666666666667,0.0038166666666666666,0.00011666666666666667,0.004183333333333333,0.00011666666666666667,7.0
192.168.10.32,52.184.216.246,26713.0,443.0,6.0,1.0,1.0,0.01715,0.01715,0.0342,0.0342,0.01715,0.01715,0.034183333333333336,0.034183333333333336,0.017133333333333334,0.017133333333333334,0.017133333333333334,0.017133333333333334,0.017133333333333334,2051.0
192.168.10.23,142.251.36.106,48844.0,443.0,6.0,1.0,1.0,0.008366666666666666,0.008366666666666666,0.008366666666666666,0.008366666666666666,0.004366666666666666,0.004366666666666666,0.00445,0.00445,0.00445,0.00445,0.00835,0.00835,0.00835,267.0
192.168.10.32,52.179.216.235,26714.0,443.0,6.0,1.0,1.0,0.01715,0.01715,0.0342,0.0342,0.01715,0.01715,0.034183333333333336,0.034183333333333336,0.017133333333333334,0.017133333333333334,0.017133333333333334,0.017133333333333334,0.017133333333333334,2050.0
192.168.10.32,52.184.216.246,26715.0,443.0,6.0,1.0,1.0,0.01715,0.01715,0.0342,0.0342,0.01715,0.01715,0.034183333333333336,0.034183333333333336,0.017133333333333334,0.017133333333333334,0.017133333333333334,0.017133333333333334,0.017133333333333334,2051.0
192.168.10.32,20.50.73.9,26716.0,443.0,6.0,1.0,1.0,0.01715,0.01715,0.0342,0.0342,0.0342,0.0342,0.01715,0.01715,0.01715,0.034183333333333336,0.034183333333333336,0.017133333333333334,0.017133333333333334,1028.0
192.168.10.23,34.117.65.55,58230.0,443.0,6.0,1.0,1.0,0.008366666666666666,0.008366666666666666,0.004366666666666666,0.004366666666666666,0.00835,0.00835,0.00835,0.004366666666666666,0.00835,0.00835,0.00445,0.00835,0.00445,501.0
192.168.10.23,34.117.65.55,58232.0,443.0,6.0,1.0,1.0,0.008366666666666666,0.008366666666666666,0.004366666666666666,0.004366666666666666,0.00835,0.00835,0.00835,0.00445,0.00445,0.00835,0.00835,0.00445,0.00445,501.0
192.168.10.135,3.127.6.122,50508.0,443.0,6.0,0.4866666666666667,0.44745,0.0038166666666666666,0.0038166666666666666,0.00011666666666666667,0.00011666666666666667,0.00011666666666666667,0.00011666666666666667,0.0038166666666666666,0.0038166666666666666,0.00011666666666666667,0.0038166666666666666,0.00011666666666666667,0.004183333333333333,0.00011666666666666667,7.0
192.168.10.32,52.184.216.246,26718.0,443.0,6.0,1.0,1.0,0.01715,0.01715,0.0342,0.0342,0.01715,0.01715,0.034183333333333336,0.034183333333333336,0.017133333333333334,0.017133333333333334,0.017133333333333334,0.017133333333333334,0.017133333333333334,2051.0
192.168.10.32,52.184.216.246,26719.0,443.0,6.0,1.0,1.0,0.01715,0.01715,0.0342,0.0342,0.01715,0.01715,0.034183333333333336,0.034183333333333336,0.017133333333333334,0.017133333333333334,0.017133333333333334,0.017133333333333334,0.017133333333333334,2051.0
192.168.10.23,142.251.36.106,48850.0,443.0,6.0,1.0,1.0,0.008366666666666666,0.008366666666666666,0.008366666666666666,0.008366666666666666,0.004366666666666666,0.004366666666666666,0.00445,0.00445,0.00445,0.00445,0.00835,0.00835,0.00835,501.0
192.168.10.32,52.179.216.235,26720.0,443.0,6.0,1.0,1.0,0.01715,0.01715,0.0342,0.0342,0.01715,0.01715,0.034183333333333336,0.034183333333333336,0.017133333333333334,0.017133333333333334,0.017133333333333334,0.017133333333333334,0.017133333333333334,2051.0
192.168.10.32,40.70.229.150,26721.0,443.0,6.0,1.0,1.0,0.01715,0.01715,0.0342,0.0342,0.01715,0.01715,0.034183333333333336,0.034183333333333336,0.017133333333333334,0.017133333333333334,0.017133333333333334,0.017133333333333334,0.017133333333333334,2050.0
192.168.10.32,52.184.214.53,26722.0,443.0,6.0,1.0,1.0,0.01715,0.01715,0.0342,0.0342,0.01715,0.01715,0.034183333333333336,0.034183333333333336,0.017133333333333334,0.017133333333333334,0.017133333333333334,0.017133333333333334,0.017133333333333334,2051.0
192.168.10.32,52.184.214.53,26723.0,443.0,6.0,1.0,1.0,0.01715,0.01715,0.0342,0.0342,0.01715,0.01715,0.034183333333333336,0.034183333333333336,0.017133333333333334,0.017133333333333334,0.017133333333333334,0.017133333333333334,0.017133333333333334,2051.0
192.168.10.32,40.70.229.150,26724.0,443.0,6.0,1.0,1.0,0.01715,0.01715,0.0342,0.0342,0.01715,0.01715,0.034183333333333336,0.034183333333333336,0.017133333333333334,0.017133333333333334,0.017133333333333334,0.017133333333333334,0.017133333333333334,2051.0
